Text,Section,Publication,Title,Date
" it's a mid-october morning and the two-time oscar winner (life of pi, brokeback mountain) just premiered his latest film, billy lynn's long halftime walk, at new york film festival the night before. initial reviews were mixed for the ambitious wartime drama (53% on review aggregate site rottentomatoes.com), largely because of the way the film was presented: in 3-d, 4k resolution and 120 frames per second (five times faster than the average movie and the first studio film to be shot entirely at that  frame rate). ""the split is good news for me,"" says lee, who is warm and measured sitting in a hotel room with british newcomer joe alwyn, who plays titular soldier billy lynn. the hyper-real visuals are ""a lot to absorb; it's not a universally pleasing movie. if it doesn't split, there's something wrong with it."" pushback is inevitable ""whenever you push boundaries and challenge things,"" alwyn adds. ""nobody has seen anything like this."" billy lynn (opens in new york and los angeles friday; expands nationwide nov. 18) follows a 19-year-old army specialist and texas native (alwyn) as he returns home from iraq for a two-week victory tour in 2004, which culminates in a splashy halftime tribute at a dallas cowboys thanksgiving game. labeled a hero by well-wishers and the media after  trying to save his  comrade (vin diesel) who is killed in action, billy finds his allegiances torn between his fellow soldiers, who are set to return to iraq right after the game, and his sister (kristen stewart), who urges him to stay behind and seek help for his ptsd. writing the 2012 novel on which it's based, ""i was just trying to figure out why things are the way they are and why everyday life in america feels so completely insane,"" author ben fountain says. he was drawn to the idea of ""soldiers who have experienced this  ultimate reality of life and death, and then they get dropped back into mainstream american society. just the emotional and psychological whipsaw of that -- that's what i wanted to explore."" after winning his second best-director oscar in 2013 for the visually arresting life of pi, also adapted from a seemingly ""unfilmable"" best-selling novel, lee was looking to up the ante with his next project. unable to get his 3-d muhammad ali-joe frazier  boxing movie off the ground, he read billy lynn and was  hooked by its cinematic possibilities, particularly in its battle scenes and halftime show. ""i joked that i wanted it to be the biggest musical number since the producers,"" lee says of the performance, which arrives midway through the film. the eye-popping sequence is shot almost entirely from billy's perspective as he and members of the bravo company squad march onto the field with girl group destiny's child (played by stand-ins of all three members, including beyoncí©). ""it's very carefully choreographed. we rehearsed a lot"" and shot the 10-minute walk over four nights of the 48-day shoot. but even more than the giant set pieces, lee was drawn to the poignant coming-of-age story at billy lynn's heart as the timid soldier grapples with people's expectations of and for him. ""i very much identify with billy,"" says lee, 62, who was born and raised in cold war-era taiwan and completed mandatory two-year military service as a young man. ""patriotism is what i grew up with; i had my own growing-up experience. fortunately not as bad as billy's -- i never went to war -- but i can associate with what he's going through."" casting alwyn, who makes his feature-film debut with billy lynn, lee was drawn to the 25-year-old actor's soulfulness and ""all-american"" looks. ""a minute or two into the first scene, it was pretty obvious,"" lee says. but ""he was a little skinny back then -- i knew we had to beef him up."" alwyn endured a two-week boot camp in atlanta run by veterans, where he lived in barracks with seven of his co-stars with no access to technology. ""that was incredibly intense and tough, but also very eye-opening and really brought us together as a group,"" alwyn says. ""it wasn't just about learning the tactics of it all and how to use the weapons, it was about psychologically bringing us together as a bunch of brothers, which was so important to the story."" alwyn ""didn't complain and just  put up with the work,"" says garrett hedlund, who plays billy's wisecracking comrade sgt. david dime. even when they were awoken at 2 a.m. to do 200 push-ups, ""he just sucked it up."" throughout shooting, alwyn also spoke to veterans such as the film's military adviser, mark wachter, who served in iraq and spoke candidly about his struggle to readjust  to civilian life and why he enlisted. ""from an outside perspective, when people sign up to serve, it just (seems like) a patriotic act. but people go to war for different reasons,"" alwyn says. ""whether you're pro-war or anti-war, (the movie) brings it to a very human level."" billy lynn's patriotic themes could play well in the heartland with conservative moviegoers, although it's unlikely it'll reach the heights of other recent hits about the iraq war, such as american sniper ($350.1 million) or lone survivor ($125.1 million). daniel loria, editorial director at tracking site box office media,  predicts the movie will open in wide release with $18 million and finish off around $75 million, if audiences aren't turned off by its jarring visuals (called ""crisp,"" ""fake"" and ""distracting"" by critics). ""once it opens, we'll have to see if the word of mouth can overshadow mixed critical reception,"" loria says. life of pi had an advantage because it was released ""at a time when a lot of the public was tired of 3-d, and ang lee was able to come in and really use the format artistically in a way that few people have. but this sort of technology (in billy lynn) is something very different. there is definitely a drawback if it doesn't become a talking point or conversation in a good sense."" also working against billy lynn is its waning awards potential after its divided reception at the new york film festival. clayton davis, editor-in-chief/owner of awardscircuit.com, predicts possible nominations for cinematography, supporting actress (stewart) and sound mixing and editing, though he doesn't expect it to factor much into the oscar race. ""it's one thing to (have) slightly muted praise, but it got kind of beat up,"" davis says. ""it's a tough place to be in for the film, because i'm sure there are going to be people who respect the ambition of it. ...  and ang lee has always been (an esteemed) director, so even when he misses íæ la hulk or taking woodstock, there is some type of respect that comes with it, like, 'it was a slight misstep. he'll come back from it next time.'"" lee is taking criticisms of billy lynn in stride. he has since prepared other versions of the film to be shown in its nationwide release, since only two theaters in the country (new york's amc lincoln square and los angeles' arclight hollywood) are equipped to show it in its intended format. he says he plans to continue working in the accelerated frame rate and hopes moviegoers will go in with open minds. ""there's a question of 'did i do too many things at once before people get used to it?'"" lee says. ""but this is a new kind of language. we did our best for the time being, and we just move on. it's hard to say my move was right, because what might look wrong now, years from now, that might be the right thing to do, and vice versa. ""it's going to take time",LIFE; Pg. 4B,USA TODAY,"'Billy Lynn' marches to a visionary drummer; With the wartime drama's unique story and film format, Ang Lee pushes the boundaries",11/7/16
" black america again, out now, is an incisive political statement about police brutality, mass incarceration and racism, but also a star-studded celebration of the black experience. common, 44, talks with usa today about the new music, the election and how he's ""rewriting the black american story."" q how did your collaboration with stevie wonder on the title track come about? a we had this james brown vocal sample on the chorus, but i was like, ""man, it would be amazing if we could get stevie wonder to do something."" he and i had talked about doing some music together before. he called me and was playing me some music, and i was like, ""i want you to hear this song i'd like you to sing on called black america again."" he invited me to his studio one night, i played him the song and he was really into it. he was like, ""what really are you saying?"" i told him this is about us writing a new narrative. this is about black people not just being depicted as criminals or some of the (other) prejudices. i was like, ""we want to speak up on the injustices and inequality, but we're writing a new story about it."" he came up with that phrase in the melody: ""we are rewriting the black american story."" i felt so blessed. q you open the song's video with footage of alton sterling's shooting death. why did you decide to include that? a i had never watched the alton sterling killing. i didn't want to see it, but i knew i needed to do something and speak about it. when we were doing this visual, my director started with the clip of alton sterling and it really put me in an emotional place. so i thought, ""ok, i think it's necessary to have this, because it'll put the viewer in a place where you have to respect life: black life and all lives."" it naturally creates a compassion for the life that's being lost, so we chose to do it. i didn't speak to the family (for permission), but i hope they don't feel any wrong intention, because the intention was just to remind people that these things are happening and these are human beings losing their lives. this whole project is about humanizing black people. q was it a conscious decision to release the album the weekend before the election? a yes. i created the  song in march, and the album was done in may. but i have a short film by director bradford young called black america again, and he also directed a short film for letter to the free, which is a song written for ava duvernay's documentary, 13th. so it was part me wanting to get (those) things in order, but we also knew, yes, it was election time -- come out with this music at that time. when i started creating this music, i was like, ""i want this to be in the spirit of marvin gaye's what's going on and bob marley's legend."" their music was speaking to the times, but it was also timeless. it provides people with some inspiration and motivation as we work toward the change that we want to see. q lil wayne told nightline this week that he doesn't feel connected to black lives matter. do you think black artists have an obligation to talk about and support the movement? a yes. i do feel (artists) are the gatekeepers of truth. ... we have a lot of eyes and ears that pay attention, and open minds that listen and are influenced by us. it is our duty to utilize whatever resources or information we have to bring up social issues that some people can't speak up for; to use our platform and notoriety to better society. if (other artists are) not there in their hearts, i have to understand that's not where they are right now",LIFE; Pg. 6B,USA TODAY,Common's creative calling: To humanize; 'Black America Again' rewrites the story of a people,11/7/16
" whether she was visiting her favorite travel blog or a booking site, a colorful image for a five-star hotel in chicago popped up, ""almost taunting me to click it,"" says wolko, a former corporate travel manager who lives in philadelphia. wolko's experience is common and has been for years. ""retargeting"" ads, as they're called, are an effective sales technique, particularly in travel. but what you might not know is how sophisticated these campaigns have become. as advertisers develop new ways to zero in on your wallet, consumers who want to preserve their privacy will need to find new tools to detect them and, if necessary, counter them. like a lot of targets, wolko hesitated. she knew the hotel and thought she couldn't afford it. but the banners kept appearing. she finally relented and followed the link. surprisingly, the luxury hotel offered a rate she could afford -- three nights for the price of two -- and she booked. ""normally, i'm not a fan of the ads that follow me,"" she says. ""but in this case, it worked out really well."" here's how a company retargets you: when you visit a website, the company attaches a cookie -- a snippet of identifying code -- that follows you around the internet. ""as you surf the internet, the code will inform the company of your presence on the web, and the company's programs then send an advertisement to you,"" explains george haley, who directs the center for international industry competitiveness at the university of new haven. most surveys suggest about half of all ads use retargeting. but now there's a new twist on these intelligent banners. instead of basing the ads on previous web behavior, they combine your online behavior with offline information. these are referred to as ""dynamic creative ads."" the upgraded ads could include the destination that you searched for -- even if you never typed it into your computer -- as well as flights or hotels in a similar price range, location and category. a little unnerving, isn't it? but maziar sattari, a vice president of product management for rocket fuel, a company that creates these dynamic ads, says companies go to great lengths to protect your privacy when they generate these ads. ""the travel company passes anonymous identifiers that correspond to the consumer's device, and their activity when they visited the travel site,"" he explains. rocket fuel then creates the ad using anonymous information to identify other users across the web on a variety of devices. so even though the ad looks like it was made just for you, it really is just made for someone just like you. still, the level of sophistication can seem shocking to the average user. peter cloutier, the chief marketing officer at catapult, a conversion marketing agency, says the most advanced companies have developed ""unique ids"" for every adult in the united states. they're even able to identify you down to the device. ""if you tend to do your buying while sitting in bed with a tablet, that's the device to which a 'buy' message is sent,"" he says. ""if you tend to do your longer content reading on your desktop, that's the device that will get the 'learn more' invitation."" the benefits to advertisers are undeniable. retargeting ads are more than twice as effective as normal ads, and in some cases far more. it can help you, too, by showing you a purchase you're likely to want to make. you might also land a better price on the airfare or hotel rate. but not always, critics warn. the search data you offer can be used by companies, particularly airlines, to gauge demand for a product, haley says. and that could lead to higher fares. plus, there's the undeniable irritant of having the same ad flash in your face over and over, just like it did for wolko. while the displays are smarter than ever, they're often tactless. it's a lot like shopping for a used car and telling a pushy salesman you're not interested in buying one of his cars, says james ward, executive creative director at saturday brand communications. ""then that salesman follows you home, pesters you at your house, shows up at your work, your family events -- everywhere you go, in an effort to keep trying to get you to buy a car,"" he says. ""not a very desirable customer experience."" like it or not, these advertising techniques are completely legal. but if the ads really bother you, there's one foolproof solution: ignore them. elliott is a consumer advocate and editor at large for national geographic traveler. contact him at chris@elliott.org or visit elliott.org. tools to counter retargeting use an ad blocker. ""a lot of consumers hate online ads,"" says nedim talovic, the co-founder of jellymetrics, an email marketing company. consider eliminating them. adblock plus (adblockplus.org), a plug-in that works with several popular browsers, is a popular choice. after all, you can't target what you can't see. opt out. some retargeted ads allow you to stop the retargeting by clicking on an icon within the banner, says victor wong, ceo of thunder, an advertising technology company. ""consumers can opt out of receiving retargeted ads by pressing that triangle icon at the top right of the ads,"" he says. browse anonymously. ""browse in incognito mode or delete your cookie history,"" suggests stephen taylor, senior vice president of enterprise solutions for sojern, a travel marketing company. you can delete your cookies on internet explorer by selecting ""tools,"" clicking on ""safety"" and selecting ""delete browsing history",MONEY; Pg. 3B,USA TODAY,How those online ads know to follow you; Advertisers are finding new ways to zero in on your wallet,11/7/16
" uber is her transportation of choice. ""using the local taxi companies ranges from inconvenient to simply impossible,"" says the boston-based ceo of project lever, which matches students with academic advisers. ""i almost never have their local phone numbers, and calling in advance would require having a local sim card in a lot of cases."" even when she travels to domestic destinations such as new york city, she opts for a ride-hailing service. ""i found that normal cabs have an awful quality of service,"" she says. more and more business travelers such as dotsenko are choosing services such as uber and lyft over taxis and rental cars, according to a report by certify, a travel expense management software company. in the third quarter of 2016, for the first time, ride-hailing services made up the majority of receipts in the ground transportation category. in the three-month period that ended in september, certify studied more than 10 million ground transportation receipts primarily in north america. uber and lyft accounted for 52% of them. uber was the most popular of the two, with 48% of receipts vs. lyft's 4%. a year ago, in the same quarter, ride-hailing services accounted for 34% of receipts, taxis for 22% and rental cars 44%. ""we continue to see interest in the ride-sharing economy,"" says robert neveu, ceo of certify. ""small to medium businesses were the early adopters. now, more fortune 500 companies are adding them to approved vendor lists."" taxi use is down 63% since the first quarter of 2014, according to certify's quarterly spendsmart report. ride-hailing apps have become so popular that even other travel companies are aligning themselves with them. for instance, starwood hotels and resorts, which was recently acquired by marriott international, lets frequent guests link the starwood preferred guest app with uber to earn points for every ride. hilton worldwide and intercontinental hotels group also have similar partnerships. travelers say they also like features of the ride-hailing  apps that allow them to track the cars before arrival and during the trip. ""i find that the drivers arrive more quickly and reliably, and the rides are generally less expensive, unless it is a surge pricing time,"" says madeline enos, a media relations specialist for softwareadvice.com. ""i like being able to see the location of my driver on the app as they get closer to pick-up."" debora mitchell, president of a marketing consultancy in scottsdale, ariz., says she prefers uber or lyft over taxis because, in her opinion, the cars are newer and cleaner and the drivers are more social and knowledgeable about their cities. ""unlike many taxi rides in my experience, i never feel as if i'm getting the run-around or getting duped into paying a higher fare,"" she says. mitchell says she also likes that they can pick up at many airports. jake steward, an operational director at a college study abroad program in sarasota, fla., says using uber makes completing his monthly expense reports easier. ""the uber app saves every trip with a map of the route you have taken, the card you used to pay and the date and time when you took the trip,"" he says. ""no more hanging on to poorly printed taxi receipts",MONEY; Pg. 3B,USA TODAY,"Uber, Lyft overtake taxis for business travel expenses",11/7/16
"s. airports? --  ryan, dallas a: taxiing, particularly at a large airport in limited visibility at night, can be very challenging. many modern airliners have electronic maps with the position of the airplane displayed, which really helps. those that do not have electronic displays require the crew to have taxi charts out and to agree on the taxi clearance and actual route. i have never been lost but have taxied slowly and been very careful to follow the taxi clearance, using input from the first officer. q: as a newer pilot, i find navigating taxiways to be one of the more difficult aspects. do experienced captains  find themselves asking for a progressive taxi? which u.s. airport has the most challenging taxiways? -- jeff, boardman, ohio a: yes, it is possible that an experienced captain would ask for progressive taxi instruction if he/she were not familiar with the airport, especially during inclement weather or at night. the use of electronic charts  is a great help. my greatest challenge for taxiing was chicago o'hare. there are a large number of taxiways, runways, airplanes, gates and runway configurations, requiring planning to be at the right location. q: i listen to philadelphia tower atc, and when the aircraft are taxiing to their respective gates you may hear an exchange like ""taxi kilo3 kilo then spot 5 to the ramp."" what is spot 5? -- tyler c., clementon, n.j. a: spots are usually located in the throat of the ramp area. they are  painted on the tarmac at the proper place. at more congested airports, the air traffic control ground controller is responsible for separation of aircraft up to the ramp area, where airline ramp controllers take over. spots often are the transition between ramp control and ground control. q: when airlines have to move a jet to and from the service hangar, does a licensed pilot have to be in the cockpit to ferry the plane? -- michael hall, mckinney, texas a: no, there are specially trained maintenance technicians who are qualified to taxi airplanes. they usually will move the airplane from the hangar to the gate. q: john, there was an error in your recent column about airport codes. sux is sioux city, iowa, and fsd is the code for sioux falls, s.d. -- don noordsy, grantham, n.h. (formerly of sioux falls) a: you are correct, i apologize for the error",MONEY; Pg. 3B,USA TODAY,Taxiing can lead to some big confusion,11/7/16
" kohlhepp, 45, once threatened to kill his mother, used a hammer to destroy his newly remodeled bedroom, poured bleach into a goldfish bowl and locked a boy in a dog cage and rolled him around. kohlhepp now is suspected in the deaths of as many as seven people, spartanburg county sheriff chuck wright said, including charles david carver, 32, the boyfriend of kala brown, 30, who authorities discovered chained in a metal storage shed on kohlhepp's property in woodruff, s.c., last week. kohlhepp has not been charged in carver's death, but he was charged sunday in the deaths of four people in 2003. investigators unearthed a body sunday from a wooded section of kohlhepp's 95-acre property near woodruff. authorities have been scouring the property since thursday after finding kala brown, 30, of anderson, s.c.,  on the partially wooded site. kohlhepp, of moore, s.c., was charged earlier sunday in connection with the deaths of four people at the superbike motorsports shop in chesnee, s.c., in 2003: scott ponder, 30; his 52-year-old mother and part-time employee, beverly guy; and employees brian lucas, 29, and chris sherbert, 26. authorities say kohlhepp has confessed to the killings. the brutal quadruple slaying occurred two years after kohlhepp's release from prison, where he spent 15 years for the abduction and rape of a 14-year-old girl in tempe, ariz. after being charged as an adult in the 1986 rape, which took place when he was 15, kohlhepp pleaded guilty to a lesser crime. one neighbor in a 1987 pre-sentencing report described him as ""a devil on a chain."" as part of the plea bargain, kohlhepp's record would reflect he pleaded guilty to kidnapping, and he was sentenced to 15 years in prison. afterward, he was required to register as a sex offender. ""approximately six years of intervention in 15 years of life have resulted in abysmal failure,"" judge c. kimball rose wrote in transferring kohlhepp's case to adult court. twenty years later, kohlhepp applied for a real estate license in south carolina, knowing his conviction and status as a sex offender would need to be explained. in that document, he called his victim his ""girlfriend,"" lied about his crime and did not include all the information about his charges and sentence.  he said he was charged with kidnapping because he happened to be carrying a firearm that he didn't know how to use but flashed at his girlfriend. he contended that arizona authorities were coming down hard on minors with firearms because of heavy gang activity at the time. he never mentioned that he served time in prison from 1987 to 2001 after he ""told her not to move while we talked this out."" hundreds of pages of court records, including a pre-sentencing report, psychological evaluations and statements from police, probation officers and judges in the 1986 case portray kohlhepp as an emotionally disturbed 15-year-old with anger issues, no family support system and little remorse for his crime at the time. in reality, kohlhepp used his father's handgun to force a 14-year-old neighbor to walk to his home, where he placed duct tape on her in his bedroom, tied her hands and then raped her, according to arizona records. when questioned about the crime, kohlhepp told a probation officer that he wasn't sure why he raped the girl but it could have been an act of rebellion because his father was out of town, the records show. he said the gun did not work. he said he also used a knife to threaten the teenage girl after placing the gun back where he found it, according to the records. while kohlhepp told the officer he knew what he did was wrong, he said he thought the girl was 16 at the time, so he considered a 15-year sentence for the rape unfair. he wanted his sentence to be 12 years or fewer because he thought getting out of prison at 28 would allow him to get a job in the military, according to the pre-sentencing report. the girl's rape had a ""devastating effect on the entire family,"" her parents said at the time. kohlhepp was a ""violent and vicious person"" who shined a knife in the girl's face during the assault, they said in the records. the 15-year-old kohlhepp was an only child whose parents had divorced when he was 1 or 2, according to the records. ""he is not a bad boy"" even though the crime was wrong, his mother said in a letter to the court. because her son walked his victim home after he raped her, ""does that sound like a dangerous criminal?"" she asked. but she informed a probation officer that he was repeatedly mean to other children growing up, and both parents talked of his explosive anger. contributing: mike ellis, independent-mail in anderson, s",NEWS; Pg. 3A,USA TODAY,S.C. man called 'devil on a chain' in 1986 rape case; Court records reveal a long history of emotional problems and anger issues,11/7/16
" but this fall boasts an unusually high number of celebrity-supported documentaries delving into politics, music, social change and heartwarming adventures. usa today's patrick ryan picks a few highlights. the ivory game backed by: leonardo dicaprio about: along with throwing his weight behind last month's climate change documentary before the flood for the national geographic channel, environmental activist dicaprio is also an executive producer on netflix's ivory game. co-directed by kief davidson and richard ladkani, the film explores the dark underbelly of ivory trafficking, following an undercover team of experts on a suspenseful, sometimes heart-wrenching journey from african countries where elephants are poached to shops in hong kong and china where their tusks are sold. where to watch: now streaming on netflix; in theaters in new york and los angeles. the eagle huntress backed by: daisy ridley about: ridley narrated and produced this empowering documentary, which premiered at sundance film festival in january and follows a mongolian teenager not unlike the actress' fearless star wars: the force awakens character, rey. with the support of her father, 13-year-old aisholpan nurgaiv trains to be the first woman to take part in mongolia's golden eagle festival, a frigid hunting expedition through the mountains in which she competes against 70 older male competitors. where to watch: now playing in new york and los angeles; expands to additional cities friday and nov. 18; opens nationwide nov. 23. we are x backed by: gene simmons about: the kiss frontman has been waving the flag for this music documentary in which he appears, charting the ups and downs of heavy-metal band x japan, known for its ""visual kei"" style of heavy makeup and flamboyant costumes. the enigmatic group, which has sold more than 30 million singles and albums combined, has attracted a-list fans such as beatles producer george martin, stan lee and simmons but is still mostly unknown to north american music fans. produced by the same team as the oscar-winning searching for sugar man (which follows another elusive artist, rodriguez), we are tracks the band's tumultuous three-decade history, culminating in a 2014 concert at new york's madison square garden. where to watch: now playing in seven cities including new york, san francisco and atlanta; expands to 10 additional cities friday and more throughout november and december. tower backed by: meredith vieira and luke wilson about: the longtime news anchor and old school actor produce a gripping documentary about  the united states' first mass school shooting. told through a mix of rotoscope animation and archival footage, the film weaves together the untold stories of witnesses, heroes and survivors in the university of texas-austin massacre on aug. 1, 1966, when engineering student charles whitman killed 16 people and wounded three dozen  before he was  shot and killed by police. where to watch: now playing in six cities, including chicago, san francisco and portland, ore.; expands to atlanta, philadelphia and charlottesville, va",LIFE; Pg. 3D,USA TODAY,"Celebrities lend star power to new music, social documentaries",11/8/16
" being able to choose who will lead our country and take part in the peaceful transfer of power is a privilege few people have been granted over the course of the centuries, so do so and then gather around the tv to see how it all turns out. and if it all leaves you in need of a good laugh, showtime will try to provide one with stephen colbert's live election night democracy's series finale (11 et/8 pt). simon & simon esquire, 8 et/pt need a distraction? esquire is offering an all-day run of simon & simon -- a little-remembered series but a big hit in the early '80s, before the cosby show helped nbc take over thursday nights. the episode to watch for a double nostalgic boost is emeralds aren't a girl's best friend (8 et/pt), the show's second-season opener, which featured a crossover  by tom selleck as magnum, p.i. and as a bonus, you get a guest appearance by joe mantegna. shark night science, 8 et/pt or, if the election has left you feeling like you're swimming with sharks -- try a full evening of electronically swimming with sharks as science runs its own shark-weekish marathon. imagine yourself surrounded by them, and then remind yourself that, see, things could be worse",LIFE; Pg. 5D,USA TODAY,CRITIC'S CORNER,11/8/16
" adele. wong. all one-named icons in their fields, though the latter is magical rather than musical in doctor strange, which topped the box office this weekend with $85 million. but wong conjures something never seen before in marvel's multiverse of comic-book movies: an asian superhero. who better to play a mystical drill sergeant and hard-nosed librarian with that moniker than british star benedict wong? ""honestly, i was watching marvel films and was always crestfallen: where are the super-asians?"" wong says with a laugh. ""people are looking to be represented by their heroes."" a regular on netflix's marco polo (as mongol leader kublai khan) who also has appeared in ridley scott's the martian and prometheus, wong co-stars as one of the sorcerers of the kamar-taj,  folks dedicated to protecting  earth. when the villainous kaecilius (mads mikkelsen) tries to bring darkness and doom, wong (the character, not the real dude) wields the wand of watoomb to help out alongside stephen strange (benedict cumberbatch). it's a different take on wong than the one familiar to many doctor strange fans. he first appeared in 1963 as strange's sidekick and valet, and while he has come into his own as a martial-arts master, the filmmakers wanted wong to stand out as a figure of influence. ""wong at his worst in comics is a dated stereotype, the obedient chinese manservant, and there's so much more possibility in him,"" says screenwriter jon spaihts. ""it was important that wong be powerful in his own right."" growing up in manchester, wong (the real guy, not the wizard) was a big spider-man fan and comics collector. yet when it came to role models, ""i looked to space, really,"" says wong, the son of two hong kong immigrants, who loved star wars and steven spielberg as a kid. the  actor, 45, did the bard's work in the late 1990s -- from the merchant of venice to antony and cleopatra -- and had a string of supporting roles in films such as spy game, dirty pretty things, sunshine and moon. wong isn't a household face yet in the usa, but he's a bingeworthy one: in addition to marco polo, he  stars as a cop in the ""hated in the nation"" episode of netflix's black mirror, which wong calls ""twisty darkness."" another highlight was voicing an as-yet-unnamed character in spielberg's upcoming ready player one, the adaptation of ernest cline's novel. ""you're working with him,"" wong says of the filmmaker, ""and your inner 11-year-old child is shrilling, 'what is going on?!'"" he hopes his  superhero is magical not only to youngsters but also to actors like himself. ""let's bang the gong and chime for more asian superheroes,"" he says. ""the gatekeepers can certainly open the door -- there's a wealth of east asian talent around, and that needs to be tapped into."" and wong will be wong again onscreen soon enough. he already has had discussions with directors anthony and joe russo about what the character could do alongside strange in avengers: infinity war (in theaters may 4, 2018). ""wong is fully aware of the avengers,"" the actor says. ""i feel very welcomed in the whole marvel universe, and we'll just see what unfolds",LIFE; Pg. 2D,USA TODAY,"Benedict Wong gives 'Doctor Strange' a diverse face; 'Where are the super-Asians?' Well, they've arrived",11/8/16
" but the stars gathered at the beverly hilton hotel took a few kicks at the awards show. the untelevised program was mocked for its perceived second-tier status and lack of competition. (winners were announced before the awards began.) many of the films and performances that  took home trophies have not been released in theaters, and the process by which honorees are chosen is a mystery. ""if you haven't won an award tonight and you're here, you should fire your publicist,""  host james corden told the  audience as he kicked off the show. corden mocked everything from the awards dinner of three raw shrimp and finger sandwiches to how the awards show had been re-branded ""the hfas."" ""the hfas sound like a urinary tract infection,"" said corden. casey affleck had trouble getting through his speech presenting the hollywood screenwriter award to kenneth lonergan for their drama manchester by the sea. from the stage, affleck complained about the speech on the teleprompter. ""i didn't write this,"" said affleck, refusing to read the introduction. for minutes, affleck idled onstage as new versions of the speech were brought to him, which he still refused to read. finally, affleck started to give his own thoughts, joking that he and lonergan discussed on the set how they could create a film to win an hfa honor. ""it was like, who is on the committee and how do we please them?"" said affleck sarcastically. justin timberlake added his own shot while receiving the hollywood song award for can't stop the feeling from the animated film trolls. ""i feel like tonight has gone exactly as we thought it might -- thanks, james corden,"" said timberlake, referencing corden's frequent barbs. there were serious moments. eddie murphy, star of mr. church, received a rousing standing ovation for the hollywood career achievement award. mel gibson made a return to the awards stage to receive the hollywood director award, introduced by his hacksaw ridge stars vince vaughn and andrew garfield. janelle moníçe teared up as she accepted the spotlight award for hidden figures, in which  she plays an african-american woman working for nasa during the quest to land a man on the moon. moníçe praised the true women behind the film. ""your stories will be hidden no more. i hope to make you as proud as you have always made me,"" she said. ""thank you for this."" hugh grant took home the hollywood supporting actor award for florence foster jenkins and admired the trophy. ""i just wanted to say to the hollywood film awards, some people have been rather snooty about you,"" said grant. ""i don't feel that way at all. i almost never get a prize and i am so pleased with this one. it will not be in my (bathroom) or used as a doorstop. i may wear it as a brooch ..",LIFE; Pg. 4D,USA TODAY,Stars receive and unmercifully mock the HFAs,11/8/16
" keys has spent 2016 moving away from her persona of the glam piano-playing pop star audiences met in the mid-00s, speaking out more explicitly about social issues. arriving the weekend before election day, keys' sixth album, here, joins a number of thoughtful meditations from black artists about race in america, including solange's soulful masterpiece a seat at the table and common's outspoken black america again. and while keys may have  ditched her makeup to preach the gospel of natural beauty, here isn't a stripped-down affair in any respect, as the singer surrounds her stories of race, poverty, family and love with instrumentation as vibrant as her songs' new york city backdrop. ready to start listening? start with these  here highlights. the gospel here's second track is the album's hollywood-style opening scene, as keys sing-raps her way through stories of gritty urban life over a military-style drumbeat and a gospel choir. kill your mama ""how you gonna kill your mama / when only mama's gonna love you to the grave?"" asks here's most grimly contemplative track. a quiet moment amidst the album's colorful urban sprawl, keys meditates on the pitfalls of fame, with her bare vocals paired simply with acoustic guitars. blended family (what you do for love) keys spends plenty of time addressing love and marriage on here, but blended family takes the singer's examination of her personal life a step further, referencing the drama around her coupling with now-husband swizz beatz. as the mom of two sons, and stepmom to her husband's three other children, keys dedicates blended family to all the kids she cares for in her life: ""i know it started with a little drama / i hate that you had to read it in the paper / but everything's over with me being your mama / baby everyone here knows they adores you."" more than we know the track's informal sing-along, complete with hoots and hollers from assorted background voices, has the easy call-and-response melody and feel-good messages of communal action as motown classics five times its age. here is an record full of rallying cries, but more than we know's simplicity and warmth makes it one of the album's best",LIFE; Pg. 6D,USA TODAY,Alicia Keys tracks that will bring you 'Here',11/8/16
